repo_name,commit,author_name,commit_timestamp,message,is_corrective,is_adaptive,is_perfective,is_refactor,is_cursing,is_positive_sentiment,is_negative_sentiment,is_performance,files,non_test_files,code_files,code_non_test_files,duration
- [Commits](https://github.com/sensiolabs/SensioFrameworkExtraBundle/compare/v5.5.5...v5.5.6)

Signed-off-by: dependabot-preview[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@dependabot.com>

Co-authored-by: dependabot-preview[bot] <6a4c1c4838f800d1998274cd5234e1f65c55e90c@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Remove files from legacy Symfony versions. (#271)

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Bump doctrine/doctrine-migrations-bundle to ^3.0. (#272)

* Bump doctrine/doctrine-migrations-bundle to ^3.0.

Resolves deprecation notices.

* Regenerate composer.lock after merge

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>

* Resolve deprecations and use latest flex recipes. (#273)

* Use latest symfony/framework-bundle recipe

This resolves a number of deprecations related to outdated Kernel functionality.

* Use latest doctrine/doctrine-bundle recipe

This requires master installs to explicitly add the serverVersion information to their DATABASE_URL. The install docs already mention that this is required.

I can pre-emptively update this on the fireping master to mariadb-10.1.26.

However, running database installs shouldn't be affected anyway as doctrine will try to guess the server version anyway.

* Force install new symfony/routes recipe.

* Force install new symfony/security-bundle recipe.

* Force install new symfony/security-bundle recipe.

* Force install new monolog recipe.

* Pin doctrine/inflector to <1.4

This is necessary to remove hundreds of deprecation notices being spammed into our log files continuously. This is a recent deprecation that won't be fixed until doctrine/orm:2.8.

After we've upgraded to doctrine/orm:2.8, we can safely remove this as a root requirement again.

I've already created an issue for this to remind us when the time comes.

Loading the index page now shows about 200 fewer deprecations.

* Regenerate composer.json, composer.lock after merge

* Trigger Travis rebuild...

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>

* Resolve deprecations related to service_container alias and outdated indirect dependencies. (#275)

* update indirect dependencies

Resolves deprecations in symfony/property-info and symfony/property-access.

* Explicitly alias Psr\Container\ContainerInterface to @service_container

This default alias was deprecated in Symfony 5.1, but we were using it.

* Retrigger build?

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>

* Create CNAME

* Update CNAME

* Update CNAME

* Bump easycorp/easyadmin-bundle from 2.3.9 to 3.0.0 (#277)

* Bump easycorp/easyadmin-bundle from 2.3.9 to 3.0.0

Bumps [easycorp/easyadmin-bundle](https://github.com/EasyCorp/EasyAdminBundle) from 2.3.9 to 3.0.0.
- [Release notes](https://github.com/EasyCorp/EasyAdminBundle/releases)
- [Commits](https://github.com/EasyCorp/EasyAdminBundle/compare/v2.3.9...v3.0.0)

Signed-off-by: dependabot[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@github.com>

* easyadmin upgrade changes

* easyadmin upgrade changes

* Add enabled BooleanField to new and edit User views.

* Add null-check to hashPassword.

This prevents the Admin controller from attempting to change the password when none is given.

* Change ROLE_USER to ROLE_API.

At the moment, we don't have a concept of ""ROLE_USER"" in Fireping.

* Add troubleshooting guide.

Co-authored-by: dependabot[bot] <1c358da00a777d4e9898c1280ab801e2df165188@users.noreply.github.com>
Co-authored-by: jimmycleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>
Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>

* Bump phpunit/phpunit from 9.2.3 to 9.2.5 (#282)

Bumps [phpunit/phpunit](https://github.com/sebastianbergmann/phpunit) from 9.2.3 to 9.2.5.
- [Release notes](https://github.com/sebastianbergmann/phpunit/releases)
- [Changelog](https://github.com/sebastianbergmann/phpunit/blob/master/ChangeLog-9.2.md)
- [Commits](https://github.com/sebastianbergmann/phpunit/compare/9.2.3...9.2.5)

Signed-off-by: dependabot[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@github.com>

Co-authored-by: dependabot[bot] <1c358da00a777d4e9898c1280ab801e2df165188@users.noreply.github.com>

* phpstan level 5 (#278)

* Add note that the docker installation is an express install. (#281)

It's not necessary to do this if you already manually installed the application prior.

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Bump phpstan/phpstan from 0.12.29 to 0.12.30 (#279)

Bumps [phpstan/phpstan](https://github.com/phpstan/phpstan) from 0.12.29 to 0.12.30.
- [Release notes](https://github.com/phpstan/phpstan/releases)
- [Commits](https://github.com/phpstan/phpstan/compare/0.12.29...0.12.30)

Signed-off-by: dependabot[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@github.com>

Co-authored-by: dependabot[bot] <1c358da00a777d4e9898c1280ab801e2df165188@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Bump symfony/polyfill-apcu from 1.17.0 to 1.17.1 (#285)

Bumps [symfony/polyfill-apcu](https://github.com/symfony/polyfill-apcu) from 1.17.0 to 1.17.1.
- [Release notes](https://github.com/symfony/polyfill-apcu/releases)
- [Commits](https://github.com/symfony/polyfill-apcu/compare/v1.17.0...v1.17.1)

Signed-off-by: dependabot[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@github.com>

Co-authored-by: dependabot[bot] <1c358da00a777d4e9898c1280ab801e2df165188@users.noreply.github.com>

* remove unnecessary fields + actions (#286)

* Prevent modification of a Probe. (#283)

* Prevent changes to Step/Samples of Probe.

* Prevent any changes except the name.

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Ensure broken results are discarded by the ProbeDispatcher. (#284)

* Add DirtyInputException.php

* Throw DirtyInputException instead of \Exception when input data is dirty.

Examples of such cases:

- Expected sample count and actual sample count mismatch
- Essential data missing from request

* Send an HTTP 409 Response for DirtyInputExceptions.

These occur for requests where the input data was dirty and could not be processed. These are irrecoverable since the slave will not be able to correct this. As a result of the current implementation, the probe dispatcher will continue to retry these transactions (because any request that triggers a non-200/non-409 response is retried forever.)

* Change test to assert for HTTP 409 instead of HTTP 500.

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Add missing details to install docs. (#287)

* Automatically determine the Debian release.

* Add sudo to create directory in /opt.

* Rename composer to composer.phar.

This is what you're left with after a default install.

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>

* Set storage.table_storage.table_name to migration_versions. (#288)

In the latest doctrine/doctrine-migrations-bundle release this defaults to doctrine_migration_versions.

You also need to run the following command on a master instance:

php bin/console doctrine:migrations:sync-metadata-storage

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>

* Add configuration details to rrd-storage.md (#294)

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>

* Add more details to redis.md (#295)

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Add section on creating a dedicated Fireping user for your master installation. (#296)

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Simplify the example configuration for supervisor.md (#293)

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Add information on setting the STORAGE driver in .env.local. (#289)

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Remove all ""Created by PhpStorm."" file docblocks. (#298)

We don't do them consistently and they don't really add value anyway.

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Add latest version of symfony.lock. (#299)

For some reason (and I noticed this on other installs as well), the symfony.lock file changes when performing a composer install.

This is the latest version.

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Bump easycorp/easyadmin-bundle from 3.0.0 to 3.0.1 (#301)

Bumps [easycorp/easyadmin-bundle](https://github.com/EasyCorp/EasyAdminBundle) from 3.0.0 to 3.0.1.
- [Release notes](https://github.com/EasyCorp/EasyAdminBundle/releases)
- [Commits](https://github.com/EasyCorp/EasyAdminBundle/compare/v3.0.0...v3.0.1)

Signed-off-by: dependabot[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@github.com>

Co-authored-by: dependabot[bot] <1c358da00a777d4e9898c1280ab801e2df165188@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Fix test flakiness in RrdCachedStorage by mounting the rrdcached filesystem locally. (#300)

* Mount a volume into ./var/rrd/test to test RrdCachedStorage.

This works locally, question is if it'll work on Travis. Basically, RrdCachedStorage *expects* the daemon to be running locally. Obviously, we aren't doing that on Travis nor on our local docker-compose stack, so this is a workaround. We first create a volume, then mount that named volume into both the php and rrdcached containers. As we create files into the rrdcached container, they'll be shared to the PHP container as-if they were local.

It took some blood, sweat and tears to get this working, and it's dirty as hell, but it works. We'll do something better at a later date. At least we don't have to remove the test this way just to stop it being flaky.

* Remove the quotation marks.

Looking at other examples online, this may not be necessary.

* Add echo on the TRAVIS_BUILD_DIR

* Try /tmp/fireping/rrd/test instead of cache map

* Change /var/rrd/test to /tmp/fireping/rrd.

This should avoid the issue of ruining the cache directory.

* Adjust the volume path to the correct one.

* Add debugs

* Add some debugging.

* Add some debugging.

* Add some debugging.

* Try to run rrdcached as root

* Try to run rrdcached as root

* Try to run rrdcached as root

* Try to run rrdcached as root

* Add some documentation to .travis.yml and remove dump statements.

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Add demo button. (#303)

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>

* Remove apiToken from User.php (#305)

Also remove the associated (albeit unused) TokenAuthenticator.php.

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Remove base.html.twig (#314)

All of our templates extend from base-adminlte.html.twig, making this file obsolete.

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Remove MenuExtension.php (#306)

This was used in the old UI but is not longer being used as far as I can tell.

Safe to remove this dead code.

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Remove old OutputFormatters (#307)

These aren't being used and there are no plans of reintroducing them.

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Remove TracerouteException.php (#308)

This is no longer being used.

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Remove INSTALL from repository. (#309)

* Remove INSTALL from repository.

All installation instructions were moved to https://fireping.com and should be reference there.

* Remove ./config/fireping-slave.conf example.

This has moved to the installation documentation found on https://fireping.com.

* Remove config/logrotate/fireping-slave

This was part of the INSTALL instructions as well.

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Remove Bower integration (#310)

Bower is no longer actively supported and they recommend migrating to yarn+webpack instead. Either way, we don't need this for the time being.

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>

* Remove public/config.php (#311)

This file was a part of sensio/distribution-bundle that is not compatible since Symfony 4/Flex. Safe to remove this file.

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Remove ansible/ directory. (#313)

This is unmaintained, not up-to-date, and all it does is start a docker container.

We might wish to reintroduce this at some point, but I don't want anyone to start depending on this before v1.0.

Besides, if we were ever to actively want to support this, we should extract it to its own repository apart from the main code repository.

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Drop the fos_user table. (#304)

* Drop the fos_user table.

This was migrated in #116 but we never created the migration to remove the old table afterwards.

This now shows up when trying to generate new database migrations.

* Rename the class to match filename.

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Add a unique constraint to names within parents. (#316)

* Add a unique constraint to names within parents.

This adds two things:

- a database constraint preventing duplicate name entries within the same parent domain
- an application-level validation constraint that will generate error messages for attempts to do so.

Note that because for MySQL, two NULL values are -not- equal, this does not prevent multiple root domains with the same name on a database level (i.e. because of a race condition). We could avoid this by setting the parent_id column to NOT NULL and instead assuming the value 0 or -1 is ""root domain"".

That way, a created index would be 0-name or -1-name, which can constrained for uniqueness.

This closes #32 and #37.

* Add description to the generated migration.

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Bump phpstan/phpstan from 0.12.30 to 0.12.31 (#317)

Bumps [phpstan/phpstan](https://github.com/phpstan/phpstan) from 0.12.30 to 0.12.31.
- [Release notes](https://github.com/phpstan/phpstan/releases)
- [Commits](https://github.com/phpstan/phpstan/compare/0.12.30...0.12.31)

Signed-off-by: dependabot[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@github.com>

Co-authored-by: depe…

* remove newrelic calls, they are obsolete now (#343)

* use incoming ip on master for slaves, fixes #341 (#342)

Co-authored-by: Kevin R <0654d6203457d3ecaee3a452882cc3516f7e596b@users.noreply.github.com>

* Label the IP field as hostname. (#349)

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* add notification on index page when database is empty (#350)

* Rework ProbeDispatcher and ProbeWorker (#335)

* Pass decoded array instead of raw data.

We're double-decoding for no reason, just pass the initially decoded data instead.

* Remove maxRuntime as a class property.

* Remove loop as a class property.

* Add more logging to Workers.

* Remove unused data from worker responses.

These are just taking up space when sending data across.

* Remove runtime usage from ProbeDispatcherCommand.php

This is better isolated within the worker as it's not being used for -anything- else in the dispatcher.

* Remove debug from worker responses and add pid.

* Add more informative logging

* Remove timestamp from the dispatcher-worker communication

* Refactor ProbeWorkerCommand.php

This PR reduces the amount of data that gets sent across between the dispatcher and the worker processes.

* Add more descriptive logs to dispatcher handleResponse.

* Remove sendResponse for exceptions

Just log the errors, it's fine.

* Remove useless handleResponse cases

Just logging a bit literally adds nothing.

* Remove PostStats and PostResults from Worker response handling

We don't do anything with it, so it's not needed.

* Add it back

* Remove status check and data cleaning step

We control both sides, there's literally no point in checking this.
We only return 200 as a status and the response is fixed.

* Default to expectedRuntime 60

We don't need a nullable parameter.

* Add more logs to dispatcher

* Remove unused minimumIdleWorkers property.

* Add more logging to dispatcher

* Remove unused $workerLimit property.

* Add final bit of logging

* Exit to output instead of log.

* Add sendResponse() calls back to error handling.

* Add more logging to PostStatsHttpWorkerCommand.php

* Add more logging to PostResultsHttpWorkerCommand.php and PostStatsHttpWorkerCommand.php

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Fix long domain names crossing the sidebar (#357)

* Change findByParent to findBy.parent

* Add menu.html.twig macro override

* Add backported note

* Add sidebar/menu.html.twig override

* Extend SidebarController from AdminLTE\SidebarController and implement menuAction

* Override the sidebar_nav block

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>

* Bump twig/twig from 3.0.3 to 3.0.4 (#356)

Bumps [twig/twig](https://github.com/twigphp/Twig) from 3.0.3 to 3.0.4.
- [Release notes](https://github.com/twigphp/Twig/releases)
- [Changelog](https://github.com/twigphp/Twig/blob/3.x/CHANGELOG)
- [Commits](https://github.com/twigphp/Twig/compare/v3.0.3...v3.0.4)

Signed-off-by: dependabot[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@github.com>

Co-authored-by: dependabot[bot] <1c358da00a777d4e9898c1280ab801e2df165188@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* DATABASE_URL is provided in .env (#358)

* Rename ShellCommand (#355)

* Consolidate App\ShellCommand and App\Probe into App\Slave\Task

* Rename Command to Task

* Rename to FetchConfiguration.php, PublishResults.php, PublishStatistics.php

* Rename CommandFactory variables to TaskFactory

* Rename app.slave.command to app.slave.task

* Rename more command-terminology to task

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Add sorting on multiple places (#353)

* add sorting on multiple places

* sort search results as well

Co-authored-by: Kevin R <0654d6203457d3ecaee3a452882cc3516f7e596b@users.noreply.github.com>

* Bump symfony/maker-bundle from 1.19.0 to 1.19.1 (#360)

Bumps [symfony/maker-bundle](https://github.com/symfony/maker-bundle) from 1.19.0 to 1.19.1.
- [Release notes](https://github.com/symfony/maker-bundle/releases)
- [Changelog](https://github.com/symfony/maker-bundle/blob/master/CHANGELOG.md)
- [Commits](https://github.com/symfony/maker-bundle/compare/v1.19.0...v1.19.1)

Signed-off-by: dependabot[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@github.com>

Co-authored-by: dependabot[bot] <1c358da00a777d4e9898c1280ab801e2df165188@users.noreply.github.com>

* Bump kevinpapst/adminlte-bundle from 3.2.3 to 3.2.4 (#359)

Bumps [kevinpapst/adminlte-bundle](https://github.com/kevinpapst/AdminLTEBundle) from 3.2.3 to 3.2.4.
- [Release notes](https://github.com/kevinpapst/AdminLTEBundle/releases)
- [Commits](https://github.com/kevinpapst/AdminLTEBundle/compare/3.2.3...3.2.4)

Signed-off-by: dependabot[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@github.com>

Co-authored-by: dependabot[bot] <1c358da00a777d4e9898c1280ab801e2df165188@users.noreply.github.com>

* Bump phpspec/prophecy-phpunit from 2.0.0 to 2.0.1 (#361)

Bumps [phpspec/prophecy-phpunit](https://github.com/phpspec/prophecy-phpunit) from 2.0.0 to 2.0.1.
- [Release notes](https://github.com/phpspec/prophecy-phpunit/releases)
- [Changelog](https://github.com/phpspec/prophecy-phpunit/blob/master/CHANGES.md)
- [Commits](https://github.com/phpspec/prophecy-phpunit/compare/v2.0.0...v2.0.1)

Signed-off-by: dependabot[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@github.com>

Co-authored-by: dependabot[bot] <1c358da00a777d4e9898c1280ab801e2df165188@users.noreply.github.com>

* fix entrypoint permissions (#362)

* add coveralls support and remove code climate (#363)

* Feature/extra checks (#364)

* add extra ci checks

* fixing errors

* updating composer.lock

* php 7.3 should also work

* fix flaky test

* Remove the unnecessary equals sign. (#371)

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>

* Bump phpunit/phpunit from 9.2.5 to 9.2.6 (#366)

Bumps [phpunit/phpunit](https://github.com/sebastianbergmann/phpunit) from 9.2.5 to 9.2.6.
- [Release notes](https://github.com/sebastianbergmann/phpunit/releases)
- [Changelog](https://github.com/sebastianbergmann/phpunit/blob/master/ChangeLog-9.2.md)
- [Commits](https://github.com/sebastianbergmann/phpunit/compare/9.2.5...9.2.6)

Signed-off-by: dependabot[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@github.com>

Co-authored-by: dependabot[bot] <1c358da00a777d4e9898c1280ab801e2df165188@users.noreply.github.com>

* Bump symfony/maker-bundle from 1.19.1 to 1.20.0 (#367)

Bumps [symfony/maker-bundle](https://github.com/symfony/maker-bundle) from 1.19.1 to 1.20.0.
- [Release notes](https://github.com/symfony/maker-bundle/releases)
- [Changelog](https://github.com/symfony/maker-bundle/blob/master/CHANGELOG.md)
- [Commits](https://github.com/symfony/maker-bundle/compare/v1.19.1...v1.20.0)

Signed-off-by: dependabot[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@github.com>

Co-authored-by: dependabot[bot] <1c358da00a777d4e9898c1280ab801e2df165188@users.noreply.github.com>

* Bump symfony/polyfill-apcu from 1.17.1 to 1.18.0 (#370)

Bumps [symfony/polyfill-apcu](https://github.com/symfony/polyfill-apcu) from 1.17.1 to 1.18.0.
- [Release notes](https://github.com/symfony/polyfill-apcu/releases)
- [Commits](https://github.com/symfony/polyfill-apcu/compare/v1.17.1...v1.18.0)

Signed-off-by: dependabot[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@github.com>

Co-authored-by: dependabot[bot] <1c358da00a777d4e9898c1280ab801e2df165188@users.noreply.github.com>

* Add versions to slaves (#354)

* Add version column to Slave

* Add Version domain object

* Add VersionReaderInterface and GitVersionReader

* Set the version from the stats endpoint

* Add code to pass version data to StatsManager.php

* Pass version to StatsManager

* Add VersionTest.php

* Add GitVersionReaderTest.php

* Add a ProcessFactoryInterface.php and decouple from Symfony Processes

This allows us to test the individual components without relying on *actual* Processes or *actual* Git repositories.

* Add GitVersionReader.php and its test.

* Use SymfonyProcessFactory for GitVersionReader in ProbeDispatcherCommand.php

* Add tests for Process code

* Add versions to slave index/detail pages.

* Add version to SlaveCrudController index/detail pages

* Ensure getVersion is a VersionInterface

* Remove DEFAULT '' from the migration

Doctrine doesn't seem to recognize it very well and we already default it on the Entity anyway.

* Remove VersionInterface.php

* Remove some other unnecessary functionality

* Implement __toString() to fix admin index/detail views

* Remove unused import

* Add CacheVersionReader.php

CacheVersionReader.php is used to read the running version once and then save it in the database. This will cause an initial (extended) load time the first time this happens. Should this become an issue, we can write a CacheWarmer that loads this on cache:warmup/cache:clear.

Co-authored-by: Kevin R <5429ba91ce9e10a2e286f67d916b21ebd3536ca2@users.noreply.github.com>
Co-authored-by: Jimmy Cleuren <ac5b69622efadb879e29d1f669a9b56516adba4f@gmail.com>

* Bump symfony/flex from 1.8.4 to 1.9.1 (#369)

Bumps [symfony/flex](https://github.com/symfony/flex) from 1.8.4 to 1.9.1.
- [Release notes](https://github.com/symfony/flex/releases)
- [Commits](https://github.com/symfony/flex/compare/v1.8.4...v1.9.1)

Signed-off-by: dependabot[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@github.com>

Co-authored-by: dependabot[bot] <1c358da00a777d4e9898c1280ab801e2df165188@users.noreply.github.com>
Co-authored-by: Kevin R <0654d6203457d3ecaee3a452882cc3516f7e596b@users.noreply.github.com>

* Bump easycorp/easyadmin-bundle from 3.0.2 to 3.1.1 (#365)

Bumps [easycorp/easyadmin-bundle](https://github.com/EasyCorp/EasyAdminBundle) from 3.0.2 to 3.1.1.
- [Release notes](https://github.com/EasyCorp/EasyAdminBundle/releases)
- [Commits](https://github.com/EasyCorp/EasyAdminBundle/compare/v3.0.2...v3.1.1)

Signed-off-by: dependabot[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@github.com>

Co-authored-by: dependabot[bot] <1c358da00a777d4e9898c1280ab801e2df165188@users.noreply.github.com>
Co-authored-by: Kevin R <0654d6203457d3ecaee3a452882cc3516f7e596b@users.noreply.github.com>

* Bump symfony/orm-pack from 1.0.8 to 2.0.0 (#368)

Bumps [symfony/orm-pack](https://github.com/symfony/orm-pack) from 1.0.8 to 2.0.0.
- [Release notes](https://github.com/symfony/orm-pack/releases)
- [Commits](https://github.com/symfony/orm-pack/compare/v1.0.8...v2.0.0)

Signed-off-by: dependabot[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@github.com>

Co-authored-by: dependabot[bot] <1c358da00a777d4e9898c1280ab801e2df165188@users.noreply.github.com>
Co-authored-by: Kevin R <0654d6203457d3ecaee3a452882cc3516f7e596b@users.noreply.github.com>

* Bump easycorp/easyadmin-bundle from 3.1.1 to 3.1.2 (#376)

Bumps [easycorp/easyadmin-bundle](https://github.com/EasyCorp/EasyAdminBundle) from 3.1.1 to 3.1.2.
- [Release notes](https://github.com/EasyCorp/EasyAdminBundle/releases)
- [Commits](https://github.com/EasyCorp/EasyAdminBundle/compare/v3.1.1...v3.1.2)

Signed-off-by: dependabot[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@github.com>

Co-authored-by: dependabot[bot] <1c358da00a777d4e9898c1280ab801e2df165188@users.noreply.github.com>

* Bump phpstan/phpstan from 0.12.32 to 0.12.33 (#375)

